stationcode,name,capacity,station_opening_hours,panne
17029,Pierre Demours - Laugier,0,,True
21118,Neuilly - Petit,0,,True
12006,Gare de Lyon - Van Gogh,0,,True
16014,Eylau - Trocadéro,0,,True
13039,Ivry - Simone Weil,0,,True
15043,Brancion - Lefebvre,0,,True
21955,Vaugirard - Verrerie,0,,True
5014,Jean Calvin - Tournefort,0,,True
19108,Gaston Tessier - Rosa Parks RER,2,,False
22206,Louis Pasteur - Albert Petit,0,,True
21319,Esplanade du Foncet - Camille Desmoulins,0,,True
18030,Joseph Dijon - Ornano,0,,True
92006,Place Nelson Mandela,0,,True
9011,Geoffroy - Marie,0,,True
15039,Abbé Groult - Convention,0,,True
20105,Benoît Frachon - République,0,,True
14032,Mairie du 14ème,5,,False
41401,Marne - Charles de Gaulle,0,,True
3102,Bourg l'Abbé - Saint-Martin,0,,True
15001,Gare Montparnasse - Arrivée,0,,True
44014,Camille Risch - Paul Armangot,0,,True
21026,Sèvres - Général Leclerc,0,,True
1102,Française - Etienne Marcel,0,,True
2002,Etienne Marcel - Montorgueil,0,,True
5122,Saint-Michel - Luxembourg,0,,True
21505,Édouard Vaillant - Place Jean Jaurès,0,,True
16201,Porte Dauphine,0,,True
10201,Magenta - Chabrol,0,,True
12202,Charenton - Wattignies,0,,True
42030,Stéphanie Bouvard - Gambetta,0,,True
19121,Belleville -  Pré Saint-Gervais,0,,True
21002,Place Denfert-Rochereau,0,,True
24004,Paix - Verdun,0,,True
23041,Général Leclerc - Bièvre,0,,True
17117,Pereire - Saussure,0,,True
21218,Gabriel Péri - Place de la Libération,0,,True
16033,Marché d'Auteuil,4,,False
28002,De Gaule - Moulin,0,,True
5105,Geoffroy-Saint-Hilaire - Saint-Marcel,0,,True
6009,Guynemer - Jardin du Luxembourg,0,,True
17050,Batignolles - Abel Truchet,0,,True
8031,Jean Mermoz - Champs-Elysées,0,,True
12157,Fabre d'Eglantine - Place de la Nation,0,,True
18205,Mauroy - Cheminots,0,,True
4108,Quai de Béthune - Pont de la Tournelle,0,,True
40003,Centre Hospitalier Intercommunal de Créteil,0,,True
14021,Place de la Porte de Châtillon,0,,True
51005,Yves Farges - Route d'Enghien,0,,True
41301,Bois de Vincennes - Gare,0,,True
21021,Enfants du Paradis - Peupliers,0,,True
5110,Lacépède - Monge,0,,True
8050,Boétie - Ponthieu,1,,False
13030,Italie - Tolbiac,0,,True
5005,Gay Lussac - Saint-Jacques,0,,True
18011,Pajol - Place Herbert,0,,True
18003,Cimetière de Montmartre,0,,True
22406,Guy Môquet - Etienne Dolet,0,,True
42014,Place Marcel Cachin,0,,True
26013,Quai du docteur Dervaux,0,,True
43003,Hôpital Bégin,0,,True
41404,Carnot - Pâquerettes,0,,True
19019,Petit - Manin,0,,True
23802,Raymond Poincaré - Allée de la Marche,0,,True
12126,Gravelle - Route du Bac,6,,False
21013,Pierre Grenier - Pont de Billancourt,0,,True
10023,Gare de l'Est - Verdun,0,,True
13016,Primo Levi - Frigos,0,,True
21003,Jean Jaurès - Jean Baptiste Clément,1,,False
15059,Parc André Citroën,0,,True
8056,Beaujon - Wagram,0,,True
21114,Gustave Eiffel - Parc des Impressionnistes,0,,True
14127,Odessa - Départ,0,,True
15125,Parc Suzanne Lenglen,0,,True
19025,Botzaris - Crimée,0,,True
16003,André Maurois - Joseph et Marie Hackin,0,,True
31021,Résistance - Hoche,0,,True
16011,Victor Hugo - La Pompe,10,,False
18007,Goutte d'or - Barbès,0,,True
35006,Delizy - Louis Nadot,0,,True
13516,Glacière - Soeur Catherine Marie,0,,True
41211,Louis Xavier de Ricard - Ancienne Mairie,0,,True
5001,Harpe - Saint-Germain,0,,True
23102,Hôtel de Ville de Sèvres,0,,True
6022,Marché Saint-Germain,0,,True
33103,Jean Jaurès - Jules Jacquemin,0,,True
8110,Gare Saint-Lazare - Stockholm,0,,True
9111,Victoire - Laffitte,0,,True
5004,Saint-Jacques - Val de Grâce,0,,True
1116,Ventadour - Opéra,0,,True
1023,Saint-Honoré - Musée du Louvre,5,,False
18112,Arthur Ranc - Hôpital Bichat,0,,True
27006,Victor Hugo - Gare,0,,True
42210,Victor Hugo - Paul Eluard,0,,True
44008,Youri Gagarine - Commune de Paris,0,,True
20003,Pyrénées - Cours de Vincennes,0,,True
30003,Moscou - Edouard Vaillant,0,,True
15050,Dominique Pado - Croix Nivert,0,,True
14009,Tombe Issoire - René Coty,0,,True
25004,Marcel Pourtout - Édouard Manet,0,,True
19007,Flandre - Ourcq,6,,False
11018,Saint-Maur - République,0,,True
41212,Nungesser - Santé,0,,True
22209,Verdun - Henri Barbusse,0,,True
11201,Faubourg St-Antoine - Place de la Nation,0,,True
21327,Jean Bouin - Gouverneur Général Eboué,0,,True
31303,Simone Signoret - Paris,0,,True
15013,Volontaires - Lecourbe,2,,False
20112,Jourdain - Place des Grandes Rigoles,0,,True
10114,Granges aux Belles - Hôpital Saint-Louis,0,,True
16103,Traktir - Foch,0,,True
11009,Boulets - Voltaire,0,,True
40012,Stade de la Habette,0,,True
35014,Charles de Gaulle - Jean Lolive,0,,True
17123,Mstislav Rostropovitch - Berthier,0,,True
13123,BNF - Bibliothèque Nationale de France,0,,True
9104,Caumartin - Provence,0,,True
7002,Vaneau - Sèvres,0,,True
16110,Octave Feuillet - Albéric Magnard,0,,True
41303,Gare de Nogent-le-Perreux,0,,True
13104,Gare d'Austerlitz - Quai Saint-Bernard,0,,True
9022,Rossini - Laffitte,0,,True
8010,Liège - Moscou,0,,True
11026,Chemin Vert - Saint-Maur,0,,True
15021,Joseph Liouville - Croix Nivert,0,,True
1013,Place du Palais Royal,0,,True
41402,Victor Hugo - Ecoles,0,,True
11036,Jules Ferry - Faubourg du Temple Paris,0,,True
15025,Dupleix - du Guesclin,0,,True
12013,Montgallet - Reuilly,0,,True
15033,Place Violet,0,,True
20132,Réunion - Avron,0,,True
21502,Verdun - Place Henri IV,0,,True
35019,Anatole France - Jean Lolive,0,,True
15017,Place Falguière,0,,True
43006,Vignerons - Minimes,0,,True
8012,Batignolles - Place de Clichy,0,,True
17124,Porte de Saint-Ouen - Henri Huchard,0,,True
18025,Mairie du 18ème,0,,True
20023,Pelleport - Belgrand,0,,True
15031,Théâtre - Lourmel,0,,True
15002,Maine - Antoine Bourdelle,0,,True
21310,Kléber - Gouverneur Général Eboué,0,,True
20201,Eugène Reisz - Davout,0,,True
13046,Eugène Oudiné - Dessous Des Berges,2,,False
4013,Vieille du Temple - Francs Bourgeois,6,,False
47002,Les Juilliottes,0,,True
11044,Square du Bataclan,0,,True
8029,Place du Canada,0,,True
48009,République - Auguste Perret,0,,True
92005,Gare de Nanterre Ville,0,,True
35004,Place du Président Salvador Allende,0,,True
31707,Edouard Vaillant - Galliéni,0,,True
12150,Bastille - Quai de la Rapée,0,,True
21115,Chancé Milly - Cimetière Communal Sud,0,,True
16115,Raffet - Montmorency,0,,True
21030,Fessart - Château,0,,True
16002,Pergolèse - Malakoff,0,,True
17119,Toqueville - Cardinet,4,,False
31005,Square Denise Buisson,0,,True
10024,Buisson Saint-Louis - Saint-Maur,0,,True
20022,Porte de Bagnolet,0,,True
12036,Reuilly - Place Felix Eboue,0,,True
18139,Poissonniers - Championnet,28,,False
11112,Jules Vallès - Charonne,0,,True
19201,Petit - Georges Thill,0,,True
10009,Mairie du 10ème,0,,True
10027,Dunkerque - Alsace,0,,True
12020,Cours de Vincennes - Soult,0,,True
3002,Saint-Gilles - Turenne,0,,True
14201,Decrès - Alésia,0,,True
23301,Les Blagis,0,,True
20142,Mûriers - Père Lachaise,0,,True
15041,Franquet - Labrouste,0,,True
12119,Dom-Pérignon - Gravelle,0,,True
20013,Alexandre Dumas - Place de la Réunion,0,,True
30004,Jean Jaurès - Place de la Libération,0,,True
11029,Ménilmontant - Oberkampf,0,,True
42027,Verdun - Pierre et Marie Curie,0,,True
30007,Pablo Picasso - Maurice Thorez,0,,True
8044,Alfred de Vigny - Place du Général Brocard,0,,True
32305,Saint-Germain - Verdun,0,,True
18134,Ney - Porte de Clignancourt,0,,True
5201,Saint-Jacques - Soufflot,0,,True
1002,Victoria - Place du Chatelet,0,,True
40001,Hôpital Mondor,0,,True
15047,Morillons - Dantzig,0,,True
6006,Notre-Dame-des-Champs - Stanislas,0,,True
5124,Erasme - Ulm,0,,True
8054,Bertie Albrecht - Hoche,0,,True
41202,Gare Rer de Fontenay sous Bois,0,,True
9116,Victoire - Chaussée d'Antin,0,,True
16136,Théophile Gautier - François Millet,0,,True
13002,Arago - Glacière,0,,True
19013,Laumière - Petit,0,,True
19115,Porte de la Villette,0,,True
32010,Place aux Étoiles,0,,True
11041,Square Saint-Ambroise,1,,False
6017,Sénat - Condé,0,,True
13103,Hôpital Pitié Salpêtrière,0,,True
12161,Diderot - Reuilly,0,,True
32603,Calmette,0,,True
12108,Bercy.,0,,True
9012,Rougemont - Poissonnière,0,,True
13113,Vistule - Choisy,0,,True
20045,Louis Ganne - Davout,0,,True
15009,Suffren - Pérignon,0,,True
7010,Constantine - Université,0,,True
20203,Evariste Galois,0,,True
10153,Gare du Nord - Denain,0,,True
10110,Louis Blanc - Jemmapes,0,,True
15123,Commerce - Letellier,0,,True
15064,Javel - André Citroën,0,,True
23010,Voltaire - Anatole France,0,,True
5012,Estrapade - Ulm,0,,True
12028,Vivaldi - Antoine-Julien Hénard,0,,True
9007,Condorcet - Turgot,2,,False
10033,Gare du Nord - Saint-Vincent de Paul,0,,True
16105,Crevaux - Bugeaud,0,,True
16013,Mairie du 16ème,0,,True
18140,Porte de Clignancourt - Ney,0,,True
10006,Petites Ecuries - Faubourg Saint-Denis,0,,True
2015,Louis le Grand - Italiens,0,,True
3009,Temple - Haudriettes,0,,True
22502,Kléber - National,0,,True
3005,Sainte-Elisabeth - Turbigo,0,,True
2012,Choiseul - Quatre Septembre,0,,True
5003,Le Goff - Gay-Lussac,0,,True
31020,Résistance - Parmentier,0,,True
2006,Place des Victoires,0,,True
2102,Saint-Marc - Feydeau,0,,True
6029,Vaugirard - Monsieur le Prince,0,,True
17020,Jouffroy d'Abbans - Malesherbes,2,,False
31104,Mairie de Rosny-sous-Bois,0,,True
5027,Gobelins - Port-Royal,0,,True
48006,Maxime Gorki - Paul Vaillant-Couturier,0,,True
11022,Roquette - Auguste Laurent,4,,False
48002,LCL Campus - Place Oscar Niemeyer,0,,True
12102,Bercy - Traversiére,0,,True
15045,Porte de la Plaine,0,,True
20030,Ménilmontant - Père Lachaise,0,,True
10001,René Boulanger - Lancry,0,,True
18018,Carpeaux - Place Jacques Froment,0,,True
23205,Parc des Pierrettes,0,,True
17127,Porte de Clichy - Place des Nations Unies,0,,True
23703,Gare de Chaville Rive Gauche,0,,True
15058,Place du Moulin de Javel,0,,True
15103,Cauchy - Cévennes,0,,True
40002,Bleuets - Bordières,0,,True
8002,Gare Saint-Lazare - Cour du Havre,0,,True
32304,Charcot - Benfleet,0,,True
31028,Raspail Barbès,0,,True
48003,Youri Gagarine - Karl Marx,0,,True
13001,Port-Royal - Hôpital du Val-de-Grâce,0,,True
15133,Saint Lambert - Blomet,0,,True
15034,Lakanal - Commerce,0,,True
20115,Louis Lumière - Porte de Bagnolet,0,,True
22016,Charles de Gaulle - Sablonville,0,,True
19016,Hautpoul - Jean Jaurès,0,,True
19125,Place de l'Édit de Nantes,0,,True
9021,Saint Georges - d'Aumale,0,,True
41102,Gare de Laplace,0,,True
24002,Gare de Courbevoie,0,,True
7009,Assemblée Nationale,0,,True
20136,Henri Chevreau - Couronnes,0,,True
31019,Vincennes - Douy-Delcupe,0,,True
31016,Lucie Aubrac - Franklin,0,,True
20027,Porte de Ménilmontant,0,,True
41204,République - Danton,0,,True
10036,Aqueduc - Villette,0,,True
21024,Billancourt - Général Leclerc,0,,True
11034,Parmentier - Fontaine au Roi,0,,True
9113,Bleue - Trévise,0,,True
21004,Jean Jaurès - Reine,0,,True
16031,Vignes - Boulainvilliers,0,,True
13110,Moulin de la Pointe,0,,True
9016,Choron - Martyrs,0,,True
13027,Mazagran - Pierre de Coubertin,0,,True
21029,Cours de l'Ile Seguin - Parc Billancourt,0,,True
42701,Charles Gide - Fort de Bicêtre,0,,True
42209,Place de l'Europe - Quai de Bercy,0,,True
17108,Bessières - Porte de Clichy,0,,True
22408,Place du 14 Juillet,0,,True
33015,Charles Tillon - Cimetière Communal,0,,True
7017,La Motte-Picquet - La Tour Maubourg,0,,True
8201,Arsène Houssaye - Friedland,0,,True
9102,Londres - Place d'Estienne d'Orves,0,,True
44011,Lebrun - Colonel Fabien,0,,True
15036,Croix Nivert - Square Saint-Lambert,0,,True
14031,Didot - Place de Moro-Giafferi,0,,True
11033,Bréguet - Sabin,0,,True
40006,Université Paris Est Créteil,0,,True
16036,Porte Molitor,0,,True
5007,Ecoles - Carmes,0,,True
10034,Louis Blanc - La Chapelle,0,,True
10011,Bourse du Travail,0,,True
2021,Cléry - Montmartre,0,,True
6031,Pierre Sarrazin - Saint-Michel,0,,True
41208,Alouettes - Maréchal de Lattre de Tassigny,0,,True
6201,Saint Pères - Saint Germain,0,,True
28005,Jean Jaurès - Paul Lafargue,0,,True
6007,Bréa - Raspail,0,,True
10166,Strasbourg - Saint-Denis,0,,True
8202,Londres - Europe,0,,True
21704,Place du Maréchal de Lattre de Tassigny,1,,False
15053,Lecourbe - Convention,0,,True
15027,Duhamel - André Gide,2,,False
31105,Lavoisier - Missak Manouchian,0,,True
11016,Philippe-Auguste,0,,True
21205,Arthur Auger - Jean Jaurès,0,,True
21107,Bertrand Sincholle - Henri Barbusse,0,,True
16104,Paul Valery - Victor Hugo,0,,True
30005,Convention - Campus de Bobigny,0,,True
17036,Place Tristan Bernard,0,,True
8003,Galilée - Vernet,5,,False
26010,Louis Armand - Bernard Palissy,0,,True
19018,Cité de la Musique,0,,True
13203,Square de Choisy - Eastman,0,,True
18044,Clichy - Douai,0,,True
16005,Raymond Poincaré - Place Victor Hugo,0,,True
12201,Dugommier,0,,True
40008,Créteil Pompadour,0,,True
32012,Carrefour Pleyel,0,,True
42016,Pierre et Marie Curie - Maurice Thorez,0,,True
12031,Gabriel Lamé,0,,True
1001,Quai de l'Horloge - Pont Neuf,0,,True
19043,Delphine Seyrig - Général Leclerc,0,,True
41302,Charles de Gaulle - Beauté,0,,True
14008,Mouton Duvernet - Général Leclerc,0,,True
18028,Championnet - Vauvenargues,0,,True
15109,Cevennes - Bergers,0,,True
17203,Place de la Porte de Champeret,0,,True
4016,Lobau - Hôtel de Ville,0,,True
20131,Repos - Cimetière du Père Lachaise,0,,True
6025,Assas - Rennes,4,,False
5028,Censier - Jardin des Plantes,0,,True
32604,Square du Théâtre du Garde-Chasse,0,,True
15201,Place Amédée Gordini - Lefebvre,0,,True
17045,Place des Ternes.,0,,True
12115,Porte de Vincennes,0,,True
25005,18 juin 1940 - Buzenval,0,,True
16034,Porte d'Auteuil,0,,True
23701,Parvis Robert Schuman - Roger Salengro,0,,True
6030,Assas - Vaugirard,0,,True
7014,Saint-François-Xavier,3,,False
17017,Gare de Pont-Cardinet,0,,True
19039,Edouard Pailleron - Simon Bolivar,0,,True
10020,Chabrol - d'Hauteville,0,,True
21001,Transvaal - Charles de Gaulle,0,,True
9118,Faubourg Poissonniere - Delta,0,,True
20019,Place du Maquis du Vercors,0,,True
4011,Hôtel de Ville - Pont-Marie,0,,True
11107,Faidherbe - Dahomey,1,,False
22017,Charles de Gaulle - Louis Philippe,0,,True
22002,Argenson - Château,0,,True
13022,Butte aux Cailles - Esperance,0,,True
21017,Place Marcel Sembat,0,,True
22012,Madeleine Michelis - Roule,0,,True
21120,Docteur Calmette - Martre,0,,True
22403,Pierre Brossolette - Adolphe Pinard,0,,True
5034,Censier - Santeuil,0,,True
42304,Marc Sangnier - Division Leclerc,0,,True
20009,Docteurs Déjérine - Pte de Montreuil,1,,False
23003,Président Wilson - Baudin,0,,True
9027,Douai - Pierre Fontaine,0,,True
6012,Saint-Germain - Ciseaux,0,,True
12038,Picpus - Louis Braille,0,,True
41403,Gare RER - Malleret-Joinville,0,,True
15008,Sèvres - Lecourbe,0,,True
41405,Place de l'Europe - Alfortville,0,,True
13017,Nationale - Vincent Auriol,0,,True
31001,Lagny - Auguste Blanqui,0,,True
14023,Adolphe Pinard - Victor Hugo,5,,False
2004,Square Pierre Lazareff,0,,True
12113,Cardinal Lavigerie,0,,True
2020,Danielle Casanova - Opéra,0,,True
41103,Place de la vache noire,0,,True
15069,Félix Faure - Convention,0,,True
18021,Marcadet - Ramey,0,,True
8046,Marceau - Président Wilson,0,,True
24007,Jean-Baptiste Charcot - Sainte-Geneviève,0,,True
6004,Regard - Rennes,0,,True
15114,Pasteur - Cotentin,0,,True
21033,Sèvres - Maréchal Juin,0,,True
15032,Félix Faure - Lourmel,0,,True
34008,Garibaldi - Gabriel Péri,0,,True
13204,Tolbiac - Boussingault,0,,True
18041,Rochechouart - Martyrs,0,,True
7111,Ecole Militaire - Place Joffre,0,,True
40007,Préfecture de Créteil,0,,True
40014,Créteil Pointe du Lac,0,,True
26005,Hôtel de Ville d'Asnières sur Seine,0,,True
14111,Cassini - Denfert-Rochereau,0,,True
8026,Messine - Place Du Pérou,0,,True
6021,Beaux-Arts - Bonaparte,0,,True
2022,Saint-Fiacre - Poissonière,5,,False
21216,Louis Lejeune - Barbès,0,,True
15068,Général Martial Valin - Pont du Garigliano,0,,True
8053,Place Georges Guillaumin,0,,True
15067,Desaix - Edgar Faure,0,,True
15054,Lecourbe - Jean Maridor,0,,True
17125,Marie-Georges Picquart - Pereire,0,,True
21701,Larmeroux - Baudelaire,0,,True
42010,Mairie d'Ivry-sur-Seine,0,,True
17028,Reims - Raymond Pitet,0,,True
41606,Pasteur - Gambetta,0,,True
19044,Grands Moulins de Pantin,0,,True
11101,Charles Delescluze,0,,True
15055,Vasco de Gama,0,,True
19037,Belleville - Porte des Lilas,0,,True
6018,Michelet - Assas,0,,True
44102,Verdun - Adrien Damalix,0,,True
17122,Bridaine - Lamandé,0,,True
19038,Lassus - Delouvain,0,,True
18008,Square Léon,0,,True
20017,Saint-Blaise - Mouraud,0,,True
21108,Mairie de Clichy,0,,True
6014,Pont de Lodi - Dauphine,0,,True
19021,Mairie du 19ème,7,,False
13019,Fernand Braudel - Vincent Auriol,0,,True
12033,François Truffaut - Saint Emilion,0,,True
21009,Le Corbusier - Jean Jaurès,0,,True
4107,Beaumarchais - Pas de la Mule,0,,True
21307,Victor Cresson - Telles de la Poterie,0,,True
4003,Quai aux Fleurs - Pont Saint-Louis,0,,True
19128,Quai de l'Oise - Aisne,0,,True
22015,Île de la Jatte,0,,True
2108,Vivienne - Montmartre,0,,True
4019,Cloître Saint-Merri - Renard,0,,True
51001,Gare d'Argenteuil,0,,True
20044,Davout - Volga,0,,True
18039,Jardins d'Eole,1,,False
22201,Henri Ravera - Gabriel Péri,0,,True
15128,Cadix - Hameau,0,,True
21309,Mairie d'Issy,2,,False
14019,Sarrette - Général Leclerc,0,,True
21110,Parc Roger Salengro,0,,True
21706,Jean Bleuzen - Square du 11 Novembre,0,,True
1026,Place du Lieutenant Henri Karcher,0,,True
23042,André Theuriet - Blagis,0,,True
32022,Henri Barbusse - Marcel Cachin,0,,True
32020,Jules Guesdes - Carnot,0,,True
44004,Place de l'Eglise - Vitry-sur-Seine,0,,True
23303,Gare de Robinson,0,,True
19114,Manin - Secrétan,0,,True
24005,Edith Cavell - Volta,0,,True
41602,Place Charles Digeon,0,,True
42303,Place Eustache Deschamps,0,,True
16017,Siam - La Pompe,0,,True
17006,Guy Môquet - Compoint,4,,False
21207,Verdier - République,2,,False
20011,Pyrénées - Dagorno,0,,True
13037,Ivry - Baudricourt,4,,False
13008,Place d'Italie - Soeur Rosalie,0,,True
20035,Pyrénées - Ménilmontant,0,,True
19045,Macdonald - Césaria Evora,0,,True
22302,Gare RER - Général de Gaulle,0,,True
7007,Musée d'Orsay,0,,True
45005,Stalingrad - Général de Gaulle,0,,True
18024,Clignancourt - Ordener,0,,True
7201,Place De Fontenoy - Saxe,0,,True
11046,Place de la République - Voltaire,0,,True
9025,Taitbout - Châteaudun,2,,False
16001,Portugais - Kléber,0,,True
21302,Aristide Briand - Place de la Résistance,0,,True
25006,Place Nelson Mandela,0,,True
2017,Caire - Dussoubs,0,,True
13118,Regnault - Patay,8,,False
8009,Gare Saint-Lazare - Isly,0,,True
9028,Moncey - Blanche,0,,True
16039,Exelmans - Versailles,0,,True
5032,Panthéon - Valette,0,,True
10042,Enghien - Faubourg Poissonnière,0,,True
19024,Botzaris - Parc des Buttes Chaumont,0,,True
19022,Marché Secrétan,0,,True
20043,Charonne - Avron,0,,True
42015,Place Jean Ferrat,0,,True
44010,8 Mai 1945 - 10 Juillet 1940,0,,True
12027,Montgallet - Charenton,0,,True
17102,Alfred Roll - Berthier,1,,False
23001,Paul Vaillant Couturier - Chaptal,0,,True
31702,Pierre et Marie Curie - Julien Grimau,0,,True
15035,Place Etienne Pernet,0,,True
16015,Bassano -  Iéna,0,,True
16027,Mozart - Jasmin,0,,True
14030,Pernety - Raymond Losserand,0,,True
6032,Sabot - Rennes,0,,True
1117,Pont Neuf - Rivoli,0,,True
23903,Stade Gaston Bouillant,0,,True
13041,Porte d'Ivry,7,,False
7013,Duroc - Place de Breteuil,0,,True
19031,Manin - Crimée,4,,False
31018,Gambetta - Michelet,0,,True
14007,Ferrus - Saint-Jacques,0,,True
14016,René Coty - Parc Montsouris,0,,True
21951,Place Centrale,0,,True
16101,Malakoff - Place de la Porte Maillot,0,,True
8013,Marignan - Champs-Elysées,0,,True
6008,Assas - Luxembourg,0,,True
92001,Mairie de quartier du Plateau - Mont-Valérien,0,,True
17107,Berthier - Place Stuart Merril,0,,True
17024,Villiers - Batignolles,0,,True
1006,Grande Truanderie - Saint-Denis,0,,True
7012,Cité Vaneau,0,,True
20008,Pyrénées - Avron,0,,True
20029,Frères Flavien - Porte des Lilas,0,,True
23702,Hôtel de Ville de Chaville,0,,True
4017,Place de l'Hôtel de Ville,0,,True
9039,Chaussée d'Antin - Haussmann,0,,True
35005,Quai de l'Aisne - Général Leclerc,0,,True
1024,Coquillière - Louvre,0,,True
20140,Paganini - Davout,0,,True
15018,Dutot - Place Alleray,0,,True
51008,Martyrs de Châteaubriant - Jean Grandel,0,,True
42024,Danielle Casanova - Ledru-Rollin,0,,True
13116,Place du Docteur Yersin,0,,True
18016,Francoeur - Caulaincourt,0,,True
21022,Dôme - République,0,,True
20012,Buzenval - Vignoles,0,,True
13006,Duméril - Jeanne d'Arc,0,,True
22404,Pierre Brossolette - 12 Février 1934,0,,True
20110,Gambetta - Tourelles,0,,True
15120,Colonel Pierre Avia,0,,True
22014,Victor Hugo - Bineau,0,,True
21007,Rond-Point Rhin et Danube,0,,True
22007,Commandant Charcot - Bretteville,0,,True
14110,Abbé Carton - Plantes,0,,True
22018,Charles de Gaulle - Les Sablons,0,,True
31201,Suzanne Masson,0,,True
13035,Choisy - Tolbiac,0,,True
7109,Place Joffre - Frédéric le Play,0,,True
40004,Créteil Village,0,,True
20137,Borrégo - Gambetta,0,,True
18043,Clichy - Place Blanche,0,,True
34014,Michelet - Dr Bauer,0,,True
17032,Jean Oestreicher - Porte de Champerret,0,,True
31706,Château - République,0,,True
12111,Claude Decaen - Cannebière,0,,True
2111,Chabanais - Petits Champs,0,,True
21209,Molière - République,0,,True
16202,Commandant Schloesing - Pétrarque,1,,False
48010,Karl Marx,0,,True
16038,Molitor - Chardon-Lagache,0,,True
21104,Madame de Sanzillon - Mozart,0,,True
20121,Boyer - Ménilmontant,0,,True
5123,Saint-Germain - Thenard,0,,True
16111,Faustin Hélie - Desbordes-Valmore,0,,True
12034,Pirogues de Bercy - Libourne,0,,True
20113,Piat - Parc de Belleville,0,,True
20036,Ménilmontant - Pelleport,0,,True
92004,Nanterre - Université,0,,True
23002,Pont de Levallois-bécon,0,,True
6103,Mézières - Rennes,0,,True
21032,Sèvres-Gallieni,0,,True
32014,Place du Cornillon - Stade de France,0,,True
21703,Square du Carrefour de l'Insurrection,0,,True
34010,Hôtel de Ville de Saint-Ouen,0,,True
17022,Pereire - Place de Wagram,0,,True
3101,Porte Saint-Martin,0,,True
42011,Quai Marcel Boyer - Victor Hugo,0,,True
22103,Senard - Charles Blum,0,,True
19124,Alexander Fleming - Belvédère,0,,True
12125,Pyramide - Parc Floral,1,,False
11109,Pierre Levée - Fontaine Timbaud,0,,True
21031,Cimetière de Boulogne-Billancourt,0,,True
16024,Ranelagh - Maison de la Radio,0,,True
13121,Bruneseau - Quai d'Ivry,0,,True
13126,Place Nationale - Château-des-Rentiers,0,,True
40009,Lycée Saint Exupéry - Juliette Savar,0,,True
44007,Camille Groult - Guy Môquet,0,,True
9114,Faubourg Poissonnière - Dunkerque,0,,True
1021,Halles - Bourdonnais,0,,True
21314,Chemin de Bretagne,0,,True
12155,Rottembourg - Général Michel Bizot,0,,True
13018,Bruant - Vincent Auriol,0,,True
13052,Leredde - Tolbiac,0,,True
16019,Porte de la Muette,0,,True
10019,Paradis - Hauteville,0,,True
16012,Flandrin - Longchamp,0,,True
42505,Charles Frérot - Albert Guilpin,0,,True
1007,Turbigo - Française,0,,True
18004,Place des Abbesses,0,,True
2003,Saint-Denis - Réaumur,0,,True
2005,Montmartre - Etienne Marcel,0,,True
4015,Mairie du 4ème,0,,True
14133,Froidevaux - Boulard,0,,True
21509,Gardenat Lapostol - Franklin Roosevelt,0,,True
4007,Place de la Bastille - Bourdon,0,,True
22506,Gare des Vallées,0,,True
32024,Port - Confluence,0,,True
15040,Saint-Amand - Labrouste,0,,True
42028,Verdun - Carnot,0,,True
42019,Lampes,0,,True
45004,République - Louis Loucheur,0,,True
34011,Clef des Champs - Albert Dhalenne,0,,True
13024,Bobillot - Tolbiac,0,,True
15203,Porte de Versailles,0,,True
15012,Cambronne - Mademoiselle,0,,True
16116,George Sand - Jean de La Fontaine,0,,True
22701,Général Leclerc - République,0,,True
20014,Charonne - Alexandre Dumas,0,,True
19014,Lorraine - Jean Jaurès,0,,True
14025,Jacquier - Didot,0,,True
21508,Georges Pompidou - Verdun,0,,True
13053,Chevaleret - Tolbiac,0,,True
10151,Gare du Nord - Faubourg Saint-Denis,0,,True
16006,Lauriston - Copernic,0,,True
8008,Joseph Sansboeuf - Saint Lazare,0,,True
15062,Convention - Lourmel,0,,True
12105,Bercy - Villot,0,,True
8052,Balzac - Champs Elysées,0,,True
32017,Basilique,22,,False
6003,Saint-Sulpice,0,,True
33006,André Karman - République,0,,True
14108,Le Brix et Mesmin - Jourdan,0,,True
9106,Boudreau - Auber,0,,True
16026,Ranelagh - Mozart,0,,True
45003,11 Novembre 1918 - 8 Mai 1945,0,,True
8034,Berri - Haussmann,0,,True
18022,Marcadet - Barbès,0,,True
11039,Richard Lenoir - Jean-Pierre Timbaud,0,,True
23006,Jules Guesde - Alsace,0,,True
11105,Parmentier - République,0,,True
46001,Place Paul Eluard,0,,True
20111,Villiers de l'Isle Adam - Pyrénées,0,,True
19008,Flandre - Alphonse Karr,0,,True
23009,Anatole France - Louise Michel,0,,True
10113,Parmentier - Hôpital Saint-Louis,0,,True
11115,Montreuil - Gonnet,0,,True
16018,Flandrin - Henri Martin,0,,True
92003,Chanzy - Sud-Est,0,,True
35009,Jean Lolive - Parc Stalingrad,0,,True
34002,Capitaine Glarner - Gabriel Péri,0,,True
14130,Jonquoy - Didot,0,,True
5030,Sorbonne - Ecoles,0,,True
12153,Terroirs de France - Lheureux,0,,True
10004,Metz - Faubourg Saint-Denis,0,,True
13011,Hôpital - Campo-Formio,2,,False
11021,Charonne - Pierre Bayle,3,,False
18006,Square Louise Michel,0,,True
11017,Charonne - Bureau,2,,False
12026,Place Ginette Hamelin,0,,True
